,composite_conflict_score
13257,-7.0
13258,2.0
13259,-5.25
13260,9.0
13261,9.0
13262,2.0
13263,10.0
13264,14.0
13265,13.0
13266,1.0
13267,6.0
13268,-0.25
13269,5.0
13270,8.0
13271,8.0
13272,0.75
13273,13.75
13274,12.0
13275,-9.75
13276,8.0
13277,-20.0
13278,2.0
13279,11.0
13280,11.0
13281,8.0
13282,-4.0
13283,1.0
13284,2.0
13285,9.0
13286,11.0
13287,8.0
13288,8.0
13289,11.25
13290,-1.0
13291,-8.25
13292,7.75
13293,8.0
13294,-3.0
13295,-6.0
13296,4.0
13297,6.0
13298,20.0
13299,1.0
13300,-6.0
13301,-1.0
13302,14.0
13303,17.75
13304,-4.0
13305,2.0
13306,0.0
13307,2.0
13308,5.5
13309,11.75
13310,11.0
13311,7.0
13312,6.0
13313,12.5
13314,4.0
13315,3.0
13316,16.0
13317,0.0
13318,1.0
13319,7.0
13320,11.0
13321,5.0
13322,-3.0
13323,1.0
13324,5.0
13325,1.0
13326,18.0
13327,10.75
13328,14.0
13329,10.75
13330,7.0
13331,11.0
13332,13.0
13333,2.0
13334,-5.0
13335,0.0
13336,5.0
13337,-0.25
13338,8.75
13339,5.0
13340,-4.0
13341,1.0
13342,5.0
13343,10.0
13344,-8.0
13345,8.0
13346,10.0
13347,6.0
13348,12.0
13349,6.0
13350,12.0
13351,6.0
13352,17.0
13353,9.0
13354,-6.0
13355,8.0
13356,7.0
13357,-8.5
13358,-3.0
13359,9.0
13360,13.0
13361,-0.5
13362,11.0
13363,2.0
13364,9.0
13365,5.0
13366,0.0
13367,15.0
13368,-0.25
13369,4.0
13370,9.0
13371,11.0
13372,14.0
13373,7.0
13374,3.0
13375,-8.0
13376,-6.0
13377,20.0
13378,18.5
13379,18.0
13380,7.0
13381,13.0
13382,13.0
13383,16.0
13384,14.0
13385,9.0
13386,18.0
13387,4.0
13388,13.0
13389,-8.0
13390,7.0
13391,5.75
13392,7.0
13393,-1.0
13394,6.0
13395,2.75
13396,8.0
13397,15.0
13398,-1.0
13399,6.0
13400,16.0
13401,6.75
13402,-1.0
13403,11.0
13404,0.0
13405,8.0
13406,4.25
13407,8.75
13408,-6.0
13409,3.0
13410,4.75
13411,4.0
13412,2.0
13413,10.0
13414,-6.0
13415,-12.0
13416,12.0
13417,9.0
13418,4.0
13419,12.0
13420,-0.75
13421,3.5
13422,-2.0
13423,0.0
13424,4.0
13425,9.0
13426,7.0
13427,7.0
13428,8.75
13429,8.0
13430,6.0
13431,5.0
13432,7.0
13433,7.0
13434,7.75
13435,-10.0
13436,16.0
13437,2.0
13438,-0.5
13439,1.0
13440,-1.0
13441,2.75
13442,1.0
13443,-2.0
13444,4.0
13445,16.0
13446,-2.0
13447,-1.0
13448,9.0
13449,15.0
13450,10.0
13451,0.0
13452,8.0
13453,4.0
13454,3.0
13455,-5.0
13456,10.0
13457,3.0
13458,8.25
13459,15.0
13460,6.0
13461,13.0
13462,9.0
13463,-4.0
13464,11.0
13465,3.0
13466,5.0
13467,9.0
13468,-2.0
13469,10.0
13470,12.0
13471,-6.0
13472,4.0
13473,5.5
13474,-1.0
13475,9.0
13476,2.0
13477,-6.0
13478,10.0
13479,-4.0
13480,2.0
13481,-10.25
13482,12.0
13483,4.5
13484,6.0
13485,5.0
13486,4.0
13487,-2.25
13488,17.0
13489,12.0
13490,1.0
13491,2.5
13492,3.0
13493,-1.0
13494,9.0
13495,7.0
13496,13.0
13497,16.0
13498,13.0
13499,6.0
13500,3.0
13501,-1.0
13502,4.0
13503,-5.0
13504,-3.0
13505,4.0
13506,14.75
13507,11.0
13508,-7.25
13509,-9.0
13510,7.0
13511,7.0
13512,1.0
13513,8.0
13514,12.0
13515,2.0
13516,12.0
13517,2.5
13518,-1.0
13519,14.0
13520,-11.0
13521,12.0
13522,17.0
13523,8.0
13524,12.0
13525,-2.0
13526,-1.0
13527,6.0
13528,4.5
13529,-4.0
13530,3.5
13531,-0.25
13532,-4.0
13533,0.0
13534,7.0
13535,14.0
13536,7.0
13537,12.75
13538,5.0
13539,5.0
13540,-7.0
13541,3.0
13542,4.0
13543,6.0
13544,2.0
13545,7.0
13546,-0.5
13547,2.75
13548,2.0
13549,10.0
13550,3.0
13551,7.75
13552,9.75
13553,0.0
13554,-1.0
13555,-1.0
13556,0.0
13557,4.0
13558,18.0
13559,7.0
13560,-4.0
13561,3.0
13562,10.0
13563,13.0
13564,2.0
13565,5.0
13566,13.0
13567,6.0
13568,14.0
13569,-2.0
13570,1.0
13571,2.0
13572,8.75
13573,13.0
13574,15.75
13575,2.75
13576,1.0
13577,17.0
13578,17.0
13579,-3.25
13580,9.0
13581,19.0
13582,14.0
13583,3.75
13584,13.0
13585,6.0
13586,5.0
13587,16.0
13588,0.0
13589,18.0
13590,-4.75
13591,16.0
13592,5.0
13593,9.0
13594,-5.0
13595,6.0
13596,8.0
13597,16.0
13598,-2.0
13599,4.0
13600,11.0
13601,17.0
13602,-1.0
13603,7.0
13604,1.0
13605,12.75
13606,6.0
13607,8.0
13608,13.0
13609,3.75
13610,17.0
13611,-3.25
13612,7.0
13613,2.0
13614,-1.25
13615,-1.0
13616,-3.0
13617,-3.0
13618,4.0
13619,0.0
13620,-4.0
13621,3.0
13622,15.0
13623,7.0
13624,12.0
13625,-15.0
13626,3.0
13627,15.0
13628,-2.0
13629,2.0
13630,4.0
13631,-3.0
13632,11.0
13633,15.0
13634,5.0
13635,7.0
13636,0.0
13637,-12.25
13638,14.0
13639,0.0
13640,0.0
13641,2.0
13642,9.0
13643,11.0
13644,14.0
13645,14.0
13646,10.0
13647,0.0
13648,3.75
13649,-7.0
13650,-2.0
13651,8.0
13652,-2.25
13653,3.0
13654,4.0
13655,12.0
13656,13.0
13657,5.0
13658,6.0
13659,0.0
13660,13.0
13661,-9.75
13662,12.0
13663,4.0
13664,2.0
13665,0.75
13666,17.0
13667,7.0
13668,7.0
13669,1.0
13670,17.0
13671,9.0
13672,10.0
13673,-9.75
13674,15.0
13675,14.0
13676,1.0
13677,4.0
13678,7.0
13679,4.0
13680,3.5
13681,9.0
13682,4.0
13683,-12.25
13684,-8.0
13685,14.5
13686,5.75
13687,11.0
13688,-2.0
13689,6.0
13690,4.0
13691,6.0
13692,5.0
13693,-3.25
13694,7.0
13695,6.0
13696,13.0
13697,3.0
13698,10.0
13699,1.0
13700,-5.25
13701,13.0
13702,3.0
13703,13.0
13704,3.0
13705,7.0
13706,14.0
13707,18.0
13708,9.0
13709,20.0
13710,10.0
13711,7.0
13712,9.0
13713,3.0
13714,7.0
13715,5.75
13716,10.0
13717,19.0
13718,6.0
13719,4.0
13720,0.0
13721,15.0
13722,7.25
13723,18.0
13724,5.75
13725,-6.25
13726,8.75
13727,10.0
13728,-3.0
13729,11.0
13730,10.0
13731,4.75
13732,11.75
13733,4.0
13734,-18.0
13735,5.0
13736,-13.0
13737,-2.25
13738,0.0
13739,5.25
13740,18.0
13741,7.0
13742,-10.0
13743,8.0
13744,12.0
13745,6.0
13746,2.0
13747,20.0
13748,9.0
13749,8.5
13750,5.5
13751,14.0
13752,7.0
13753,7.0
13754,11.0
13755,9.0
13756,-1.0
13757,9.0
13758,-6.5
13759,-4.25
13760,3.0
13761,12.0
13762,13.0
13763,3.0
13764,12.0
13765,17.0
13766,3.5
13767,4.0
13768,14.75
13769,-2.0
13770,9.0
13771,16.0
13772,16.0
13773,-5.25
13774,9.0
13775,3.0
13776,10.0
13777,3.0
13778,-16.25
13779,19.75
13780,17.0
13781,-5.0
13782,9.0
13783,14.0
13784,14.0
13785,-4.0
13786,14.0
13787,4.0
13788,-4.0
13789,2.0
13790,13.0
13791,5.0
13792,8.0
13793,7.0
13794,14.0
13795,6.0
13796,19.0
13797,6.0
13798,9.0
13799,-3.25
13800,-6.0
13801,11.0
13802,-2.0
13803,13.0
13804,9.0
13805,2.75
13806,3.0
13807,2.0
13808,0.0
13809,11.0
13810,10.0
13811,14.0
13812,-6.5
13813,5.75
13814,13.0
13815,10.75
13816,10.0
13817,-1.0
13818,-10.0
13819,5.0
13820,5.0
13821,11.0
13822,8.0
13823,7.0
13824,3.0
13825,-1.0
13826,-1.25
13827,4.0
13828,2.0
13829,9.75
13830,6.0
13831,9.0
13832,14.0
13833,13.0
13834,4.0
13835,9.0
13836,-4.0
13837,1.0
13838,2.25
13839,-13.5
13840,-3.5
13841,-4.0
13842,5.0
13843,15.0
13844,10.0
13845,-6.0
13846,13.0
13847,-7.0
13848,-13.0
13849,4.0
13850,8.0
13851,-1.0
13852,0.0
13853,7.0
13854,3.0
13855,-3.0
13856,10.0
13857,15.0
13858,7.0
13859,17.25
13860,-10.0
13861,5.0
13862,9.0
13863,0.0
13864,-2.0
13865,5.0
13866,11.0
13867,6.0
13868,1.75
13869,-8.5
13870,-3.0
13871,8.0
13872,12.0
13873,10.0
13874,-5.0
13875,13.0
13876,-5.0
13877,6.0
13878,3.0
13879,16.0
13880,18.25
13881,18.0
13882,7.0
13883,5.75
13884,-3.5
13885,3.0
13886,16.0
13887,-5.5
13888,4.0
13889,-7.0
13890,-12.5
13891,-9.0
13892,18.0
13893,2.0
13894,17.0
13895,15.0
13896,10.25
13897,5.5
13898,-7.0
13899,0.0
13900,8.0
13901,11.0
13902,17.0
13903,5.0
13904,13.0
13905,0.0
13906,16.0
13907,9.0
13908,7.0
13909,-2.0
13910,5.0
13911,8.75
13912,10.0
13913,-7.0
13914,3.0
13915,7.0
13916,15.0
13917,3.0
13918,16.0
13919,21.0
13920,6.0
13921,6.0
13922,-6.25
13923,-1.25
13924,6.0
13925,10.0
13926,7.0
13927,3.0
13928,-1.0
13929,-4.0
13930,6.0
13931,2.0
13932,-1.0
13933,9.0
13934,5.0
13935,0.0
13936,1.75
13937,0.75
13938,1.0
13939,-14.0
13940,17.0
13941,2.0
13942,6.0
13943,3.75
13944,11.0
13945,8.0
13946,4.25
13947,4.75
13948,15.0
13949,9.0
13950,-7.0
13951,14.0
13952,13.0
13953,3.0
13954,4.0
13955,11.0
13956,-0.5
13957,11.75
13958,3.0
13959,-1.0
13960,9.0
13961,-2.0
13962,9.0
13963,-3.0
13964,3.0
13965,0.5
13966,4.0
13967,9.0
13968,14.0
13969,7.75
13970,3.0
13971,8.0
13972,-5.5
13973,-3.0
13974,-14.0
13975,-3.0
13976,6.0
13977,3.0
13978,9.0
13979,11.5
13980,-1.25
13981,10.0
13982,0.0
13983,11.0
13984,-4.25
13985,-3.25
13986,10.75
13987,-3.0
13988,14.0
13989,20.0
13990,10.0
13991,13.0
13992,0.0
13993,7.0
13994,3.0
13995,-0.5
13996,5.0
13997,12.0
13998,-5.25
13999,-2.0
14000,19.0
14001,19.0
14002,5.5
14003,-10.25
14004,-13.25
14005,1.75
14006,2.0
14007,2.0
14008,-3.0
14009,11.0
14010,12.0
14011,2.0
14012,14.0
14013,12.5
14014,6.0
14015,17.0
14016,-3.0
14017,12.0
14018,5.0
14019,11.0
14020,9.0
14021,5.0
14022,1.0
14023,12.0
14024,7.75
14025,13.0
14026,9.0
14027,6.0
14028,0.0
14029,1.75
14030,6.0
14031,11.0
14032,12.0
14033,-1.0
14034,14.0
14035,8.0
14036,18.0
14037,5.0
14038,-1.5
14039,13.0
14040,7.0
14041,-10.0
14042,14.0
14043,6.0
14044,1.0
14045,3.75
14046,-5.0
14047,12.0
14048,9.0
14049,8.5
14050,2.0
14051,4.0
14052,14.0
14053,12.0
14054,11.0
14055,7.0
14056,11.0
14057,0.0
14058,6.0
14059,6.0
14060,14.0
14061,5.0
14062,-6.0
14063,18.0
14064,-1.25
14065,-5.75
14066,3.0
14067,17.0
14068,3.0
14069,19.0
14070,9.0
14071,4.0
14072,6.0
14073,13.0
14074,8.0
14075,7.75
14076,7.0
14077,7.0
14078,8.0
14079,2.75
14080,17.75
14081,12.0
14082,16.0
14083,2.0
14084,13.0
14085,10.0
14086,0.0
14087,-9.0
14088,14.0
14089,-3.0
14090,4.0
14091,0.0
14092,2.0
14093,3.0
14094,6.0
14095,-8.0
14096,8.5
14097,16.0
14098,10.0
14099,1.25
14100,6.0
14101,6.0
14102,8.0
14103,-11.25
14104,-7.0
14105,0.0
14106,0.75
14107,6.0
14108,11.0
14109,5.0
14110,9.0
14111,10.0
14112,13.0
14113,3.0
14114,9.0
14115,-15.5
14116,14.0
14117,8.0
14118,8.0
14119,3.5
14120,7.0
14121,10.0
14122,5.0
14123,-14.75
14124,12.75
14125,-4.0
14126,1.0
14127,-1.0
14128,0.0
14129,-21.0
14130,3.0
14131,10.0
14132,2.0
14133,11.0
14134,14.0
14135,-8.0
14136,-4.0
14137,11.0
14138,12.0
14139,5.0
14140,10.0
14141,2.75
14142,11.75
14143,-4.25
14144,14.0
14145,15.0
14146,-3.5
14147,-11.5
14148,9.0
14149,-1.0
14150,10.0
14151,20.0
14152,2.0
14153,-1.0
14154,2.0
14155,11.0
14156,1.0
14157,17.0
14158,0.0
14159,11.0
14160,3.5
14161,1.0
14162,7.0
14163,14.0
14164,13.25
14165,9.0
14166,6.0
14167,13.0
14168,11.0
14169,2.0
14170,7.0
14171,5.0
14172,12.5
14173,3.0
14174,4.0
14175,3.0
14176,-2.0
14177,6.75
14178,-2.0
14179,4.0
14180,7.0
14181,-3.0
14182,-10.75
14183,5.0
14184,8.0
14185,12.0
14186,9.0
14187,7.0
14188,0.75
14189,-3.0
14190,-1.5
14191,7.0
14192,0.75
14193,15.0
14194,5.0
14195,2.5
14196,-7.0
14197,16.0
14198,-5.0
14199,6.0
14200,-17.0
14201,8.75
14202,12.0
14203,9.0
14204,4.0
14205,16.0
14206,8.0
14207,1.0
14208,3.0
14209,-12.0
14210,6.0
14211,10.0
14212,16.0
14213,5.0
14214,12.0
14215,-2.5
14216,13.5
14217,-4.5
14218,19.0
14219,16.0
14220,-3.25
14221,11.0
14222,6.0
14223,1.25
14224,8.0
14225,-3.0
14226,18.0
14227,5.0
14228,4.0
14229,11.0
14230,4.0
14231,8.5
14232,14.0
14233,-9.0
14234,3.0
14235,4.0
14236,7.0
14237,-2.0
14238,2.0
14239,14.0
14240,-4.0
14241,8.0
14242,6.0
14243,4.0
14244,1.0
14245,-2.0
14246,3.0
14247,6.0
14248,7.0
14249,5.0
14250,11.0
14251,14.0
14252,8.0
14253,15.0
14254,15.0
14255,11.0
14256,7.0
14257,-4.0
14258,12.0
14259,8.0
14260,-6.0
14261,8.0
14262,7.0
14263,12.0
14264,4.0
14265,5.0
14266,-6.0
14267,13.0
14268,17.0
14269,3.5
14270,-1.0
14271,12.0
14272,18.0
14273,7.0
14274,16.0
14275,9.0
14276,12.0
14277,18.0
14278,2.75
14279,9.0
14280,5.0
14281,2.0
14282,-10.0
14283,5.0
14284,-9.0
14285,12.0
14286,5.0
14287,11.0
14288,-7.75
14289,6.0
14290,-3.0
14291,13.0
14292,14.0
14293,-7.75
14294,-8.0
14295,-1.25
14296,7.0
14297,2.0
14298,2.0
14299,3.75
14300,14.0
14301,-10.25
14302,6.0
14303,4.0
14304,15.0
14305,1.75
14306,3.0
14307,8.0
14308,1.0
14309,-2.0
14310,13.0
14311,9.25
14312,8.75
14313,1.0
14314,12.0
14315,5.0
14316,11.0
14317,10.0
14318,12.0
14319,12.0
14320,2.0
14321,5.0
14322,7.0
14323,5.0
14324,12.0
14325,-2.0
14326,3.0
14327,3.75
14328,7.0
14329,14.0
14330,8.0
14331,-2.0
14332,-10.5
14333,18.0
14334,19.0
14335,13.0
14336,-0.25
14337,8.0
14338,1.0
14339,10.0
14340,-6.0
14341,12.0
14342,4.0
14343,10.0
14344,2.25
14345,16.75
14346,4.0
14347,7.0
14348,-6.0
14349,6.0
14350,4.5
14351,1.0
14352,-1.75
14353,0.0
14354,3.0
14355,4.0
14356,6.0
14357,12.0
14358,5.0
14359,1.0
14360,14.0
14361,-3.0
14362,5.0
14363,-1.0
14364,0.0
14365,-9.25
14366,11.0
14367,-3.25
14368,6.0
14369,4.0
14370,-2.25
14371,-11.0
14372,-6.0
14373,5.0
14374,3.5
14375,9.0
14376,-3.0
14377,-3.0
14378,0.25
14379,5.0
14380,6.0
14381,11.0
14382,2.75
14383,5.0
14384,12.0
14385,4.0
14386,11.0
14387,1.0
14388,-10.0
14389,-1.25
14390,11.0
14391,15.0
14392,1.0
14393,-2.0
14394,16.75
14395,10.0
14396,8.0
14397,6.0
14398,-17.0
14399,3.0
14400,11.0
14401,-1.0
14402,8.75
14403,3.0
14404,13.5
14405,8.0
14406,5.0
14407,14.0
14408,-3.75
14409,-3.0
14410,6.0
14411,-7.25
14412,1.0
14413,-6.25
14414,6.0
14415,3.75
14416,9.0
14417,12.0
14418,2.0
14419,-2.0
14420,13.0
14421,2.0
14422,13.0
14423,-3.0
14424,1.0
14425,13.0
14426,11.0
14427,20.0
14428,10.0
14429,18.0
14430,5.75
14431,-3.0
14432,7.0
14433,15.0
14434,6.75
14435,13.75
14436,1.0
14437,-2.0
14438,5.0
14439,11.75
14440,-5.0
14441,3.5
14442,13.0
14443,7.0
14444,-2.0
14445,2.0
14446,13.0
14447,16.0
14448,2.0
14449,-3.0
14450,-8.5
14451,11.0
14452,8.0
14453,19.0
14454,2.0
14455,7.5
14456,2.0
14457,-3.25
14458,-2.0
14459,2.0
14460,11.0
14461,10.75
14462,6.0
14463,-5.0
14464,11.0
14465,14.0
14466,0.0
14467,16.0
14468,9.75
14469,-3.0
14470,-5.75
14471,2.0
14472,1.0
14473,16.0
14474,4.0
14475,1.75
14476,9.0
14477,4.0
14478,11.0
14479,-2.25
14480,0.0
14481,10.0
14482,15.0
14483,8.75
14484,3.0
14485,17.75
14486,6.0
14487,-5.5
14488,-3.0
14489,7.0
14490,2.0
14491,-16.0
14492,4.0
14493,6.0
14494,1.0
14495,7.0
14496,2.75
14497,16.0
14498,16.0
14499,6.0
14500,15.0
14501,-2.0
14502,12.0
14503,-4.0
14504,17.0
14505,13.0
14506,9.0
14507,-5.0
14508,17.0
14509,-1.25
14510,2.0
14511,4.0
14512,8.0
14513,7.0
14514,-1.0
14515,0.0
14516,4.0
14517,-6.25
14518,2.0
14519,12.75
14520,10.0
14521,12.0
14522,-9.0
14523,6.25
14524,-1.0
14525,-3.0
14526,3.0
14527,13.0
14528,4.5
14529,12.0
14530,9.0
14531,14.0
14532,15.75
14533,15.0
14534,9.0
14535,4.0
14536,1.0
14537,8.5
14538,11.0
14539,14.0
14540,14.0
14541,-2.0
14542,1.0
14543,7.0
14544,1.5
14545,4.0
14546,8.0
14547,16.0
14548,1.0
14549,0.0
14550,8.0
14551,-3.0
14552,-5.0
14553,-14.25
14554,8.0
14555,9.0
14556,16.0
14557,0.0
14558,0.0
14559,13.0
14560,5.0
14561,4.0
14562,12.0
14563,9.0
14564,19.0
14565,4.0
14566,-1.0
14567,8.0
14568,5.0
14569,9.0
14570,-3.0
14571,-1.0
14572,5.0
14573,7.0
14574,8.0
14575,3.0
14576,0.0
14577,-1.0
14578,-1.0
14579,-3.0
14580,3.0
14581,3.25
14582,11.0
14583,10.0
14584,9.0
14585,4.75
14586,11.0
14587,10.0
14588,16.0
14589,13.0
14590,10.0
14591,1.0
14592,0.0
14593,4.0
14594,14.0
14595,0.0
14596,2.0
14597,4.0
14598,14.0
14599,-7.0
14600,9.0
14601,10.0
14602,11.0
14603,6.0
14604,12.0
14605,-4.0
14606,3.0
14607,4.0
14608,16.0
14609,2.0
14610,14.0
14611,7.0
14612,0.0
14613,2.0
14614,4.0
14615,17.0
14616,10.0
14617,2.75
14618,5.0
14619,6.0
14620,6.0
14621,1.0
14622,6.0
14623,1.0
14624,9.0
14625,5.0
14626,10.5
14627,-3.5
14628,9.0
14629,3.75
14630,-3.0
14631,6.0
14632,11.0
14633,-4.5
14634,3.25
14635,17.0
14636,-9.0
14637,-0.25
14638,7.0
14639,-3.0
14640,13.0
14641,4.0
14642,13.0
14643,4.0
14644,11.0
14645,12.5
14646,1.5
14647,4.0
14648,-1.0
14649,4.0
14650,14.0
14651,11.0
14652,1.0
14653,10.0
14654,0.75
14655,13.75
14656,1.0
14657,0.0
14658,11.0
14659,0.0
14660,18.0
14661,11.0
14662,15.0
14663,14.0
14664,-11.0
14665,13.0
14666,17.0
14667,2.75
14668,5.0
14669,4.75
14670,14.0
14671,4.5
14672,-2.0
14673,15.0
14674,12.0
14675,10.0
14676,2.0
14677,1.0
14678,13.5
14679,2.0
14680,3.5
14681,11.0
14682,-8.0
14683,16.0
14684,2.0
14685,4.0
14686,15.0
14687,3.0
14688,-2.0
14689,14.0
14690,8.0
14691,-4.0
14692,-3.0
14693,16.0
14694,-3.0
14695,-5.0
14696,2.0
14697,9.0
14698,4.0
14699,1.0
14700,9.0
14701,13.25
14702,7.0
14703,6.0
14704,7.0
14705,0.0
14706,0.0
14707,4.0
14708,8.0
14709,3.0
14710,11.0
14711,3.0
14712,-6.75
14713,14.0
14714,14.0
14715,18.0
14716,-5.0
14717,-2.0
14718,6.0
14719,4.0
14720,10.0
14721,12.75
14722,-21.0
14723,-1.0
14724,0.75
14725,0.0
14726,-9.0
14727,1.0
14728,9.0
14729,5.0
14730,17.0
14731,14.0
14732,3.0
14733,14.0
14734,11.0
14735,5.0
14736,9.0
14737,-3.0
14738,3.0
14739,8.0
14740,11.0
14741,20.0
14742,7.0
14743,6.0
14744,5.0
14745,16.0
14746,-3.0
14747,12.0
14748,9.0
14749,10.0
14750,8.0
14751,-9.0
14752,-1.5
14753,9.0
14754,4.0
14755,8.75
14756,3.0
14757,5.0
14758,9.0
14759,-1.0
14760,3.25
14761,5.0
14762,1.0
14763,-1.0
14764,-0.25
14765,19.0
14766,7.0
14767,9.0
14768,10.0
14769,10.0
14770,6.0
14771,12.0
14772,2.0
14773,16.0
14774,10.0
14775,0.0
14776,-11.0
14777,6.0
14778,15.0
14779,-2.0
14780,5.75
14781,9.0
14782,5.0
14783,-4.0
14784,5.5
14785,12.0
14786,3.0
14787,9.0
14788,-5.75
14789,-7.0
14790,8.0
14791,11.0
14792,3.0
14793,-16.0
14794,14.0
14795,4.0
14796,15.0
14797,7.0
14798,21.0
14799,3.0
14800,-18.0
14801,-3.0
14802,-1.0
14803,4.0
14804,4.75
14805,19.0
14806,11.0
14807,5.0
14808,13.0
14809,13.0
14810,3.0
14811,5.5
14812,11.0
14813,12.0
14814,3.75
14815,7.75
14816,9.0
14817,2.0
14818,17.0
14819,10.0
14820,1.0
14821,10.0
14822,10.0
14823,4.0
14824,6.25
14825,-1.0
14826,6.0
14827,6.0
14828,7.5
14829,13.0
14830,15.0
14831,15.0
14832,2.0
14833,5.0
14834,7.0
14835,5.0
14836,17.0
14837,14.0
14838,-15.25
14839,1.0
14840,-17.0
14841,13.0
14842,7.0
14843,15.0
14844,15.0
14845,2.0
14846,2.0
14847,-3.0
14848,15.0
14849,6.0
14850,14.0
14851,7.0
14852,6.0
14853,8.25
14854,4.0
14855,0.0
14856,12.0
14857,-2.0
14858,-12.75
14859,18.0
14860,17.75
14861,-6.0
14862,-3.0
14863,12.0
14864,10.75
14865,5.0
14866,5.0
14867,-3.0
14868,7.0
14869,-2.25
14870,7.0
14871,10.0
14872,15.0
14873,10.0
14874,1.0
14875,11.0
14876,10.0
14877,8.0
14878,4.25
14879,7.0
14880,5.0
14881,0.0
14882,-9.0
14883,0.0
14884,6.0
14885,11.75
14886,-1.0
14887,-13.5
14888,12.5
14889,2.0
14890,12.0
14891,9.0
14892,6.0
14893,12.0
14894,3.0
14895,4.0
14896,1.0
14897,9.0
14898,9.0
14899,-4.25
14900,1.0
14901,12.0
14902,9.0
14903,12.0
14904,5.75
14905,-1.0
14906,-6.25
14907,10.0
14908,-4.5
14909,-15.0
14910,4.0
14911,6.0
14912,3.5
14913,8.0
14914,20.0
14915,3.75
14916,16.0
14917,7.0
14918,0.0
14919,3.0
14920,12.0
14921,11.0
14922,4.0
14923,15.0
14924,-0.5
14925,10.0
14926,-1.0
14927,12.0
14928,10.0
14929,6.0
14930,5.75
14931,6.0
14932,4.0
14933,-5.0
14934,-5.0
14935,6.0
14936,9.0
14937,7.0
14938,9.0
14939,-6.0
14940,-5.0
14941,8.0
14942,5.0
14943,17.0
14944,0.0
14945,-5.0
14946,5.0
14947,1.75
14948,8.0
14949,0.0
14950,11.0
14951,16.0
14952,3.0
14953,2.25
14954,1.0
14955,16.0
14956,11.0
14957,0.0
14958,9.0
14959,8.75
14960,12.0
14961,-15.75
14962,17.0
14963,10.0
14964,5.25
14965,12.0
14966,7.75
14967,2.0
14968,11.0
14969,-8.0
14970,-7.0
14971,-10.0
14972,2.0
14973,5.0
14974,1.0
14975,-8.0
14976,-8.0
14977,5.0
14978,-9.0
14979,0.0
14980,6.0
14981,-6.0
14982,11.0
14983,15.0
14984,3.0
14985,-3.0
14986,4.0
14987,-4.0
14988,2.0
14989,-3.0
14990,-1.25
14991,4.0
14992,8.5
14993,7.0
14994,1.25
14995,6.5
14996,-5.0
14997,12.0
14998,13.0
14999,13.0
15000,5.0
15001,-1.25
15002,11.0
15003,3.0
15004,0.0
15005,-10.5
15006,5.75
15007,6.0
15008,16.0
15009,7.0
15010,9.0
15011,8.0
15012,17.0
15013,8.0
15014,15.0
15015,8.0
15016,11.0
15017,-10.0
15018,-9.0
15019,7.0
15020,-1.0
15021,2.0
15022,-1.0
15023,13.0
15024,6.0
15025,1.0
15026,-3.0
15027,8.0
15028,9.0
15029,-2.0
15030,6.75
15031,12.0
15032,7.0
15033,1.5
15034,1.0
15035,14.75
15036,-1.0
15037,1.0
15038,-1.25
15039,13.0
15040,7.0
15041,13.0
15042,11.0
15043,-13.0
15044,7.0
15045,5.75
15046,2.0
15047,2.0
15048,9.75
15049,3.75
15050,5.75
15051,-4.0
15052,8.0
15053,3.0
15054,6.75
15055,1.0
15056,16.0
15057,6.0
15058,14.0
15059,11.0
15060,0.0
15061,11.0
15062,-0.25
15063,1.0
15064,0.0
15065,2.75
15066,9.0
15067,-5.0
15068,3.0
15069,1.25
15070,-1.0
15071,9.0
15072,8.0
15073,11.0
15074,3.0
15075,-0.5
15076,6.75
15077,-0.25
15078,5.0
15079,-7.0
15080,13.0
15081,-2.25
15082,4.0
15083,-11.25
15084,4.0
15085,3.0
15086,6.0
15087,-2.0
15088,-3.0
15089,9.0
15090,10.0
15091,10.0
15092,9.0
15093,17.0
15094,14.0
15095,9.0
15096,3.0
15097,8.0
15098,-3.0
15099,3.0
15100,11.75
15101,9.0
15102,-4.0
15103,-2.0
15104,-1.0
15105,10.0
15106,14.75
15107,12.0
15108,12.0
15109,3.0
15110,-1.0
15111,9.0
15112,11.0
15113,-5.75
15114,-2.25
15115,6.75
15116,1.0
15117,5.0
15118,7.0
15119,6.0
15120,12.0
15121,15.0
15122,8.0
15123,6.0
15124,5.25
15125,2.0
15126,7.0
15127,16.0
15128,3.0
15129,8.0
15130,7.5
15131,12.0
15132,14.0
15133,11.0
15134,-8.0
15135,10.0
15136,6.0
15137,9.0
15138,7.0
15139,1.0
15140,15.0
15141,3.0
15142,17.0
15143,-1.0
15144,-5.0
15145,6.0
15146,8.0
15147,-9.0
15148,9.25
15149,4.0
15150,0.0
15151,10.0
15152,10.0
15153,9.75
15154,12.25
15155,7.0
15156,1.0
15157,13.0
15158,16.0
15159,6.0
15160,5.0
15161,12.75
15162,5.0
15163,13.0
15164,18.0
15165,0.0
15166,1.0
15167,3.0
15168,2.0
15169,2.0
15170,-2.0
15171,8.0
15172,13.0
15173,7.0
15174,11.0
15175,2.0
15176,1.0
15177,7.25
15178,15.0
15179,13.0
15180,4.0
15181,-3.0
15182,12.0
15183,3.0
15184,-4.0
15185,-1.0
15186,9.75
15187,-1.0
15188,18.0
15189,9.0
15190,-4.0
15191,9.75
15192,2.0
15193,2.0
15194,13.0
15195,0.0
15196,13.0
15197,12.75
