,SCHID,AGEC_NEW,SCHTREAT_(0) Control school (no Roots meetings 2012-2013),SCHTREAT_(1) Treatment school (Roots meetings 2012-2013),GENDER_(0) Girl,GENDER_(1) Boy,GR_(0) 5th grade,GR_(1) 6th grade,GR_(2) 7th grade,GR_(3) 8th grade,COLL_(0) No,COLL_(1) Yes,COLL_(2) Maybe,COLL_(3) Don't know,CELL_(0) No cell phone,CELL_(1) Cell phone without Internet,CELL_(2) Cell phone with Internet,FSCH_(0) Do not go to this school,FSCH_(1) Do go to this school,TREAT_(0) Not treatment or control,TREAT_(1) Treatment,TREAT_(2) Control,Composite_Conflict_Score
2332,8,10.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,3.0
23325,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
15410,37,11.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
16114,38,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,
23177,58,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,
24271,60,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
23469,59,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,
23660,59,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
11122,27,11.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,
9135,23,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
4163,12,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
2776,8,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,
19833,50,10.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,
194,1,14.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,-4.0
9123,23,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
5351,16,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,
6418,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
14867,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
14854,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
22978,58,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
2661,8,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
7767,22,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
23380,59,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,
12339,30,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,
4608,13,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,
12958,31,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
23416,59,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
23160,58,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
1600,7,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,11.0
17811,43,12.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
14015,34,11.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
14661,35,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
3524,11,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
17963,44,10.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
11667,28,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
20857,53,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
23215,58,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,
18139,44,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,
2795,9,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
17049,41,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21569,55,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
16849,41,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9544,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
11988,29,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
3505,11,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
11007,26,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,
21008,53,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
21237,53,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
4307,12,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
8014,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
19779,49,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
12638,30,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21451,55,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
11732,28,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
19114,48,13.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,
14805,36,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19180,48,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,
10474,25,12.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
9816,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
1894,7,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,13.0
7549,21,14.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,
10153,25,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
7300,21,12.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
16816,40,13.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,
997,5,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,9.0
820,3,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,13.0
4332,12,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
3401,10,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
4549,13,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
17128,41,12.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,
23205,58,13.0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,
5020,14,14.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,
16595,39,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
734,2,13.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,14.0
23775,59,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
8531,23,10.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
21848,56,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
19083,48,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
6168,18,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,
11652,28,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
12552,30,14.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,
4368,12,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
7808,22,10.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
10755,25,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
22615,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13005,31,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
4372,12,12.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
7469,21,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,
17290,41,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,
9477,24,12.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
12698,31,11.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
6929,20,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
4397,12,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18186,45,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22596,57,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
6957,20,10.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,
15131,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
7233,20,12.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
17050,41,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
15895,38,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
9257,24,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
16791,40,13.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,
7040,20,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
10374,25,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
20992,53,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,
8685,23,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
4316,12,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
20387,51,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
15537,38,10.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
21516,55,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
22797,58,12.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,
21452,55,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
5850,18,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,
3071,9,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
7402,21,11.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,
6232,19,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
24424,60,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,
11310,27,12.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,
22635,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,
6634,19,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13819,33,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
3834,11,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
14655,35,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
2647,8,14.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,
21962,56,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
14758,35,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15338,36,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
9003,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
12928,31,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
7645,21,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
3928,11,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
11552,28,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
5356,16,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
240,1,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-11.0
3913,11,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18791,47,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
19618,49,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
2592,8,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8441,23,,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
11555,28,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,
17749,42,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
8247,22,13.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,
1503,6,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1809,7,12.0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,15.0
20115,51,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
23470,59,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7677,21,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
24402,60,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18642,46,11.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
36,1,11.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,5.25
9038,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
328,2,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,15.0
14027,34,10.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,
16164,38,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
3495,10,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16885,41,10.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
11765,28,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,
8019,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
6218,19,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,
5813,18,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
7977,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
8752,23,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
12514,30,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
2615,8,13.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
3359,10,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,
15583,38,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
10276,25,11.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,
16311,39,12.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
8966,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
11575,28,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
10944,26,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21491,55,12.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,
16167,38,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
799,2,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.0
9728,24,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13433,32,13.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
1586,7,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3.0
2337,8,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,4.0
19725,49,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
19442,49,12.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,
4143,12,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
11487,28,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
22370,57,10.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
16686,40,11.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,
24126,60,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
14030,34,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6165,18,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
24140,60,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
6077,18,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
2658,8,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,
17818,43,11.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,
20718,53,,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,
10149,25,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
15797,38,13.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
11194,27,12.0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,
1679,7,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3.0
14870,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
22150,56,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
10045,24,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
12568,30,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
915,3,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1.0
3898,11,12.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
20205,51,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
16260,39,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
22733,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,
8835,23,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
17282,41,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,
20859,53,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
8858,23,13.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,
18990,47,13.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,
11024,26,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
19924,50,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
11464,28,11.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
19600,49,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,
9201,23,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
20117,51,12.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
10791,25,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
4419,12,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12516,30,13.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,
14716,35,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14428,35,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
23658,59,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
