,SCHID,AGEC_NEW,SCHTREAT_(0) Control school (no Roots meetings 2012-2013),SCHTREAT_(1) Treatment school (Roots meetings 2012-2013),GENDER_(0) Girl,GENDER_(1) Boy,GR_(0) 5th grade,GR_(1) 6th grade,GR_(2) 7th grade,GR_(3) 8th grade,COLL_(0) No,COLL_(1) Yes,COLL_(2) Maybe,COLL_(3) Don't know,CELL_(0) No cell phone,CELL_(1) Cell phone without Internet,CELL_(2) Cell phone with Internet,FSCH_(0) Do not go to this school,FSCH_(1) Do go to this school,TREAT_(0) Not treatment or control,TREAT_(1) Treatment,TREAT_(2) Control,Composite_Conflict_Score
1384,6,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1.0
16992,41,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,
899,3,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0.0
1850,7,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,4.0
14166,34,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
18446,45,13.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,
10789,25,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
2112,7,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,8.0
17936,44,11.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
18978,47,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
17078,41,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,
411,2,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,12.0
5779,18,12.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,
7580,21,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,
10601,25,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,
13692,33,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,
6796,20,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
14467,35,11.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
15493,37,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
8414,22,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18093,44,13.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
11017,26,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
18188,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
21870,56,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
22413,57,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
21820,56,12.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
12361,30,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1303,6,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,9.0
22811,58,13.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,
7927,22,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
22579,57,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23942,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
5070,15,10.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
8348,22,13.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,
14077,34,10.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,
17136,41,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,
5435,17,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
17123,41,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,
21740,56,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9000,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
17384,42,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
16604,39,13.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,
10581,25,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,
13909,34,10.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,
23258,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
16110,38,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
19744,49,15.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,
21386,55,10.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
18327,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
4445,12,13.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,
9218,23,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24445,60,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
2101,7,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,4.0
15533,38,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
20924,53,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
22079,56,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
15759,38,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
5945,18,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
3203,10,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
7038,20,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
16627,39,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
7544,21,12.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
4098,12,12.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,
6785,20,10.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,
19998,51,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
24295,60,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18492,45,14.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,
7722,21,10.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,
20291,51,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
17624,42,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
18488,45,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
17571,42,12.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,
23298,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
24332,60,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
21599,55,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
8547,23,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
16284,39,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
10140,25,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
18444,45,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
11612,28,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
7662,21,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
12863,31,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
12522,30,12.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
6256,19,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
10935,26,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
10429,25,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
16524,39,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
602,2,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0.0
11500,28,,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
10816,25,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
1433,6,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,10.0
9796,24,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22718,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
24119,60,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13666,33,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
20580,53,10.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
9870,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
6116,18,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
6075,18,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
12924,31,13.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,
10368,25,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13941,34,10.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,
5012,14,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
932,3,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,5.0
19090,48,13.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
8371,22,13.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,
16991,41,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
17058,41,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,
3189,10,10.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
15180,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
2549,8,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
6568,19,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
8041,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13142,32,11.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,
6330,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
7308,21,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
507,2,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,-7.0
18248,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
9199,23,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
15401,37,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
23802,59,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
2165,8,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,16.0
3536,11,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
4317,12,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,
11938,29,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
18766,46,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,
2519,8,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,
8808,23,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
11235,27,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
15434,37,12.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,
23234,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
17544,42,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
18363,45,14.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,
23889,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,
20662,53,10.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
15488,37,13.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,
18969,47,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,
20998,53,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
2743,8,13.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,
16399,39,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
14276,34,11.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,
9617,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
22594,57,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,
20965,53,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
94,1,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1.0
9826,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
13822,33,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6975,20,11.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
15428,37,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
17807,43,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
23723,59,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
11215,27,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,
15082,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
11190,27,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,
816,3,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,-1.0
8257,22,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
12376,30,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,
21331,53,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
9348,24,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,
17169,41,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
21435,55,10.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
22151,56,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
19296,48,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,
2817,9,12.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,
3982,11,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16821,40,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8141,22,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
22322,56,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21907,56,12.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,
13423,32,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
21946,56,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
18895,47,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
19166,48,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,
2535,8,11.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
6762,20,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
6764,20,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9100,23,13.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,
11600,28,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
10390,25,13.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
12781,31,,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,
11686,28,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
14374,34,11.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
2839,9,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
5449,17,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
5786,18,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,
14350,34,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
22257,56,18.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,
16835,40,12.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
10212,25,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
20833,53,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
10991,26,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,
21459,55,11.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
226,1,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,11.0
22275,56,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,
6068,18,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
13185,32,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
15265,36,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
17592,42,12.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
15392,37,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
10480,25,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
5285,16,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,
2981,9,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
7160,20,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21449,55,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
19437,49,12.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21465,55,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
8936,23,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,
16744,40,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
2138,7,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,5.0
9105,23,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
13853,34,,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,
19958,50,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20877,53,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
16209,38,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15861,38,12.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,
14969,36,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
11221,27,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
18006,44,12.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
11181,27,12.0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
18653,46,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
13761,33,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
21762,56,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
7542,21,11.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
12843,31,11.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
14090,34,10.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
23125,58,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
24067,60,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
23252,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
16726,40,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
20229,51,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
7903,22,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
3106,9,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,
22047,56,12.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,
23024,58,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
14216,34,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,
10993,26,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
20128,51,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
19547,49,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1800,7,12.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,11.0
126,1,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,6.0
9002,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
22240,56,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
5739,17,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20844,53,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
608,2,11.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,5.0
13893,34,10.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,
583,2,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,3.0
2152,8,10.0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,4.0
1713,7,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,8.0
21780,56,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
12153,30,12.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
6360,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
849,3,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,12.0
4810,13,10.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
5932,18,11.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
17621,42,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
14570,35,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
18707,46,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
20244,51,15.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,
2304,8,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4.0
20047,51,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
12442,30,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
6752,20,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
11935,29,12.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,
24429,60,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
3952,11,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
19583,49,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
11844,29,10.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
5511,17,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
20817,53,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
23835,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
14529,35,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
